"id","word","normalized_word","cefr_level","pos","pos_vi","phonetic","risk_score","flags","sense_count","meaning_length","primary_meaning_vi","meaning_vi","example_en","example_vi"
"24048","bag","bag","A1","noun","ngoại động từ","/bæg/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","28","650","bao","bao, túi, bị, xắc; mẻ săn; túi, bọng, bọc; vú (bò); chỗ húp lên (dưới mắt); của cải, tiền bạc; (từ lóng) quần; chỗ phùng ra, chỗ lụng thụng (ở quần áo...); người gầy giơ xương, người toàn xương; kẻ lắm điều, kẻ hay ba hoa, kẻ hay bép xép, kẻ hay nói huyên thuyên; chuồn, bỏ mặc ai trong lúc khó khăn; nắm chắc trong tay, chắc chắn; cùng kế; let; cuốn gói trốn đi; thắng ai; đủ các mưu mẹo, thiên phương bách kế; tất cả không để lại cái gì; bỏ vào túi, bỏ vào bao; bỏ vào túi săn; bắn giết, săn được; thu nhặt; lấy, ăn cắp; phồng lên, nở ra, phùng ra; thõng xuống (buồm); đi chệch hướng (thuyền); , lóng đến lượt tớ, đến phiên tớ!; gặt (lúa) bằng liềm","Acid House is not my bag: I prefer the more traditional styles of music.",""
"24331","free","free","A1","adjective","ngoại động từ","/fri:/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","29","649","tự do","tự do; không mất tiền, không phải trả tiền; được miễn; không bị, khỏi phải, thoát được; rảnh, không có người ở, không có người giữ chỗ; lỏng, không bọ ràng buộc; suồng sã; xấc láo; tục; thanh thoát, uyển chuyển, mềm mại; dễ dàng; rộng rãi, hào phóng; phong phú, nhiều; thông, thông suốt (không bị ngăn cản); tự nguyện, tự ý; được đặc quyền (ở một thành phố); được quyền sử dụng và ra vào (một toà nhà...); xọc xạch; jơ (máy); để cho ai toàn quyền hành động; rảnh tay, không phải lo lắng điều gì; tuỳ thích sử dụng cái gì; tự do; không phải trả tiền; xiên gió; thả, phóng thích, giải phóng, trả tự do; gỡ ra khỏi; giải thoát; mở thông (một con đường)","He was given free rein to do whatever he wanted.",""
"24873","crowd","crowd","A2","noun","ngoại động từ","/kraud/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE","18","616","đám đông","đám đông; quần chúng; bọn, lũ, nhóm, tụi, cánh; đống, vô số; crowd of sail (hàng hải) sự căng hết (thảy) buồm, sự căng nhiều buồm; anh ta chẳng có gì xấu để cho thiên hạ phải để ý, anh ta cũng chẳng có gì để thiên hạ phải để nói; xúm lại, tụ tập, đổ xô đến; len vào, chen vào, len qua; đi hết tốc độ, căng hết buồm mà đi; làm cho chật ních, chồng chất, nhét đầy, nhồi nhét; tụ tập, tập hợp; dùng áp lực đối với (ai), cưỡng bách, thúc giục; quấy rầy; làm trở ngại, cản (đối phương); ùa vào, đổ xô vào, lũ lượt kéo vào; ùa ra, đổ xô ra, lũ lượt kéo ra; đuổi ra ngoài, không cho vào (vì quá đông); gương hết (thảy) buồm","",""
"26932","draught","draught","B2","noun","ngoại động từ,  (từ hiếm,nghĩa hiếm) ((cũng) draft)","/drɑ:ft/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","22","605","sự kéo","sự kéo; sự kéo lưới (bắt cá); mẻ lưới; sự uống một hơi; hơi, hớp, ngụm; cơn (đau...), chầu (vui...); sự lấy (rượu...) ở thùng ra; lượng (rượu...) lấy ở thùng ra; liều thuốc nước; lượng nước rẽ, lượng xả nước; tầm nước (của thuyền tàu...); gió lò; gió lùa; sự thông gió (ở lò, lò sưởi); cờ đam; phân đội biệt phái, phân đội tăng cường ((thường) draft); bản phác hoạ, bản phác thảo, bản dự thảo ((thường) draft); hối phiếu (bây giờ thg chỉ dùng draft); gặp vận bỉ, gặp vận rủi, lâm vào cảnh túng quẫn; phác thảo, phác hoạ; dự thảo (đạo luật...); lấy ra, rút ra (một phân đội... để làm công tác biệt phái...)","She took a deep draft from the bottle of water.",""
"24327","form","form","A1","noun","nội động từ","/fɔ:m/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","26","596","hình","hình, hình thể, hình dạng, hình dáng; hình thức, hình thái; hình thức (bài văn...), dạng; hình thái; lớp; thể thức, nghi thức, thủ tục, lề thói; mẫu (đơn...) có chỗ trống (để điền vào); tình trạng sức khoẻ; sự phấn khởi; ghế dài; khuôn; hang thỏ; ắc quy; sự ghép, sự thiết lập (đoàn toa xe lửa); làm thành, tạo thành, nặn thành; huấn luyện, rèn luyện, đào tạo; tổ chức, thiết lập, thành lập; phát thành tiếng, phát âm rõ (từ); nghĩ ra, hình thành (ý kiến...); gây, tạo được; nhiễm (thói quen); cấu tạo (từ); xếp thành; ghép, thiết lập (đoàn toa xe lửa); thành hình, được tạo thành; xếp thành hàng","To apply for the position, complete the application form.",""
"24310","finish","finish","A1","noun","ngoại động từ","/'finiʃ/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","19","594","sự kết thúc","sự kết thúc, sự kết liễu; phần cuối, phần kết thúc, đoạn kết thúc; sự sang sửa, cuối cùng, sự hoàn thiện; tích chất kỹ, tính chất trau chuốt; hoàn thành, kết thúc, làm xong; dùng hết, ăn (uống) hết, ăn (uống) sạch; sang sửa lần cuối cùng; hoàn chỉnh sự giáo dục của (ai); giết chết, cho đi đời; làm mệt nhoài; ,  (thông tục) làm cho không còn giá trị gì nữa; hoàn thành, kết thúc, làm xong; giết chết, kết liễu; hoàn thành, kết thúc, làm xong ((như) to finish off); dùng hết, ăn hết sạch; ăn nốt cho hết; hoàn thành, kết thúc, làm xong ((như) to finish off); chấm dứt mọi quan hệ với; thờ ơ với","The car's finish was so shiny and new.",""
"24729","bite","bite","A2","noun","(bất qui tắc) động từ bit; bitten","/bait/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE","28","588","sự cắn","sự cắn, sự ngoạm; miếng cắn; vết cắn; sự châm, sự đốt; nốt đốt (muỗi, ong...); miếng (thức ăn); thức ăn; sự đau nhức, sự nhức nhối của vết thương; sự cắn câu (cá...); sự bám chắt, sự ăn sâu (mỏ neo, phanh, đinh ốc...); vị cay tê (gừng, hạt tiêu...); sự châm biếm, sự chua cay (lời nói); cỏ cho vật nuôi; cắn, ngoạm; châm đốt; đâm vào (gươm...); làm đau, làm nhột; ăn mòn; làm cay tê (thức ăn); cắn câu ((nghĩa đen),  (nghĩa bóng)); bám chắt, ăn sâu, bắt vào; lừa bịp; cắn, cắn đứt ra; say mê, ham mê (cái gì); ngã xuống và chết; mím môi (để nén giận...); cố làm việc gì quá sức mình; once","",""
"25306","on","on","A2","adverb","danh từ","/ɔn/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","32","560","trên","trên, ở trên; dựa trên, dựa vào; vào, lúc khi; vào, về phía, bên; với; chống lại; bằng, nhờ vào; về, nói về, bàn về; đang; thuộc, của; có việc, có công tác; instant; purpose; sly; go; mang cái gì trong người; có điều gì đang phàn nàn về ai; hơn ai về cái gì; tiếp, tiếp tục, tiếp diễn, tiến lên; đang, đang có, đang hoạt động; vào; sắp năm mươi tuổi; ủng hộ, sẵn sàng tham gia, đồng ý; biết được ý định của ai; quấy rầy ai; móc máy ai; ngà ngà say; từ ngày đó về sau; lúc lúc, chốc chốc, chập chờn; liên tục, liên miên; về bên trái (crickê); phía trái (crickê)","Can you on the light?",""
"26709","content","content","B2","adjective","ngoại động từ","/'kɔntent/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE","14","559","nội dung","nội dung; sức chứa, sức đựng, dung tích, dung lượng (bình, hồ, ao...); thể tích (khối đá...); diện tích, bề mặt (ruộng...); lượng, phân lượng; table; sự bằng lòng, sự vừa lòng, sự hài lòng, sự vừa ý, sự toại nguyện, sự mãn nguyện, sự thoả mãn; sự bỏ phiếu thuận (thượng nghị viện Anh); những phiếu thuận; những người bỏ phiếu thuận; bằng lòng, vừa lòng, hài lòng, vừa ý, toại nguyện, mãn nguyện, thoả mãn; sẵn lòng, vui lòng; thuận (thượng nghị viện Anh); làm bằng lòng, làm vừa lòng, làm đẹp lòng, làm vui lòng, làm vừa ý, làm đẹp ý, làm mãn nguyện, thoả mãn","",""
"25015","feel","feel","A2","noun","nội động từ felt","/fi:l/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","25","553","sự sờ mó","sự sờ mó; xúc giác; cảm giác (khi sờ mó); cảm giác đặc biệt (của cái gì); nắm chắc được cái gì, sử dụng thành thạo được cái gì; sờ mó; thấy, cảm thấy, có cảm giác, có cảm tưởng; chịu đựng; chịu ảnh hưởng; thăm dò, dò thám; bắt, sờ; sờ, sờ soạng, dò tìm; cảm thấy; hình như, có cảm giác như; cảm nghĩ là, cho là; cảm thông, cảm động; thấy có đủ sức để, thấy có thể (làm được việc gì); cheap; thấy muốn làm việc gì, thấy thích làm việc gì; có ý muốn giúp đỡ ai; trời có vẻ muốn mưa; đứng vững; cảm thấy thoải mái, cảm thấy dễ chịu; thấy sảng khoái; tự chủ","Bark has a rough feel.",""
"26179","frozen","frozen","B1","adjective","ngoại động từ","/fri:z/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","24","543","sự đông vì lạnh","sự đông vì lạnh, sự giá lạnh; tình trạng đông vì lạnh; tiết đông giá; sự ổn định; sự hạn định (giá cả, tiền lương...); đóng băng; đông lại (vì lạnh), lạnh cứng; thấy lạnh, thấy giá; thấy ớn lạnh, thấy ghê ghê (vì sợ); làm đóng băng; làm đông, làm lạnh cứng; ướp lạnh (thức ăn); làm (ai) ớn lạnh; làm lạnh nhạt (tình cảm); làm tê liệt (khả năng...); ngăn cản, cản trở (sự thực hiện); ổn định; hạn định (giá cả, tiền lương...); nắm chặt lấy, giữ chặt lấy; cho (ai) ra rìa; phủ đầy băng; bị phủ đầy băng; làm ai sợ hết hồn; mức chịu đựng cao nhất","The lake froze solid.",""
"25009","favor","favor","A2","noun","ngoại động từ","/'feivə/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","29","529","thiện ý","thiện ý; sự quý mến; sự đồng ý, sự thuận ý; sự chiếu cố; sự thiên vị; ân huệ; đặc ân; sự giúp đỡ, sự che chở, sự ủng hộ; vật ban cho; (từ Mỹ,nghĩa Mỹ) quà nhỏ, vật kỷ niệm; huy hiệu; thư; sự thứ lỗi; sự cho phép; vẻ mặt; không mất tiền; đồng ý cho ai ăn nằm với mình; ""ban ân"" cho ai (đàn bà); kính nhờ... chuyển; curry; ưu đâi, biệt đãi, chiếu cố; thiên vị; bênh vực, giúp đỡ, ủng hộ; tỏ ra có lợi cho (ai); làm dễ dàng cho, làm thuận lợi cho; trông giống; thích dùng (thứ áo, giày... nào; trong văn báo chí); kính nhờ... chuyển","He did me a favor when he took the time to drive me home.",""
"25010","favour","favour","A2","noun","ngoại động từ","/'feivə/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","29","529","thiện ý","thiện ý; sự quý mến; sự đồng ý, sự thuận ý; sự chiếu cố; sự thiên vị; ân huệ; đặc ân; sự giúp đỡ, sự che chở, sự ủng hộ; vật ban cho; (từ Mỹ,nghĩa Mỹ) quà nhỏ, vật kỷ niệm; huy hiệu; thư; sự thứ lỗi; sự cho phép; vẻ mặt; không mất tiền; đồng ý cho ai ăn nằm với mình; ""ban ân"" cho ai (đàn bà); kính nhờ... chuyển; curry; ưu đâi, biệt đãi, chiếu cố; thiên vị; bênh vực, giúp đỡ, ủng hộ; tỏ ra có lợi cho (ai); làm dễ dàng cho, làm thuận lợi cho; trông giống; thích dùng (thứ áo, giày... nào; trong văn báo chí); kính nhờ... chuyển","He did me a favor when he took the time to drive me home.",""
"25830","crush","crush","B1","noun","nội động từ","/krʌʃ/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","23","518","sự ép","sự ép, sự vắt; sự nghiến, sự đè nát; đám đông, chen chúc, đám đông xô đẩy chen lấn nhau; buổi hội họp đông đúc; đòn trí mạng; (quân sự) sự tiêu diệt; sự vò nhàu, sự vò nát; nước vắt (cam, chanh...); sự phải lòng, sự mê; đường rào chỉ đủ một con vật đi (Uc); ép, vắt (hoa quả); nghiến, đè nát, đè bẹp; nhồi nhét, ấn, xô đẩy; tiêu diệt, diệt; dẹp tan, làm tiêu tan; vò nhàu, làm nhàu nát (quần áo, tờ giấy...); uống cạn; chen, chen chúc; nhàu nát; tán vụn; ép, vắt ra; dẹp tan, bóp chết (một cuộc nổi dậy...); nghiền nát","a crush at a reception",""
"25746","command","command","B1","noun","nội động từ","/kə'mɑ:nd/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","22","505","lệnh","lệnh, mệnh lệnh; quyền chỉ huy, quyền điều khiển; sự làm chủ; sự kiềm chế, sự nén; sự tinh thông, sự thành thạo; đội quân (dưới quyền chỉ huy của một sĩ quan); bộ tư lệnh; sẵn sàng để tuỳ ý sử dụng; khi mệnh lệnh được ban ra; tối biểu diễn do lệnh của vua; điều khiển, chỉ huy; dưới quyền chỉ huy của; nắm quyền chỉ huy; ra lệnh, hạ lệnh; chỉ huy, điều khiển; chế ngự, kiềm chế, nén; sẵn, có sẵn (để sử dụng); đủ tư cách để, đáng được; bắt phải, khiến phải; bao quát; ra lệnh, hạ lệnh; chỉ huy, điều khiển","I was given a command to cease shooting.",""
"26335","advance","advance","B2","noun","nội động từ","/əd'vɑ:ns/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","20","498","sự tiến lên","sự tiến lên, sự tiến tới, sự tiến bộ; sự đề bạt, sự thăng, chức; sự tăng giá; tiền đặt trước, tiền trả trước; tiền cho vay; sự theo đuổi, sự làm thân; sự sớm pha; bản (sách, tài liệu, ...) đưa (cho tác giả...) trước khi xuất bản; trước, sớm; trước, đi trước; đưa lên, đưa ra phía trước; đề xuất, đưa ra; đề bạt, thăng chức (cho ai); làm cho tiến bộ, làm tiến mau (khoa học...); thúc đẩy (sự việc...); tăng, tăng lên; trả trước, đặt trước; cho vay (tiền); tiến lên, tiến tới, tiến bộ; tăng, tăng lên","an advance in health or knowledge",""
"24213","dance","dance","A1","noun","nội động từ","/dɑ:ns/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","23","491","sự nhảy múa","sự nhảy múa; sự khiêu vũ; bài nhạc nhảy; điệu nhạc khiêu vũ; buổi liên hoan khiêu vũ; lead; gây khó khăn trở ngại cho ai; làm phiền ai; chứng múa giật; nhảy múa, khiêu vũ; nhảy lên, rộn lên; nhún nhảy, rung rinh, bập bềnh, rập rình; nhảy; làm cho nhảy múa; tung tung nhẹ, nhấc lên nhấc xuống; phải chờ đợi ai lâu; luôn luôn theo bên cạnh ai; nhảy múa cho tiêu thời giờ; nhờ nhảy múa mà chiếm được lòng yêu quý của ai; nhảy múa chóng cả mặt; để cho ai xỏ mũi; để cho ai điều khiển; bị treo cổ","So how much longer are we gonna do this dance?",""
"24520","miss","miss","A1","noun","nội động từ","/mis/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","18","491","cô","cô; cô gái, thiếu nữ; hoa khôi; sự không tin, sự trượt, sự không trúng đích ((nghĩa đen) & (nghĩa bóng)); sự thất bại; sự thiếu, sự vắng; trượt là trượt, đá trượt thì dù chỉ một ly cũng vần là trượt; tránh cái gì, bỏ qua cái gì, mặc kệ cái gì; trượt, hỏng, trệch, không trúng (đích); lỡ, nhỡ; bỏ lỡ, bỏ phí; bỏ sót, bỏ quên; không thấy, không trông thấy; thiếu, cảm thấy thiếu, thấy mất, nhớ; không nghe, không thấy, không hiểu, không nắm được; suýt; trượt, chệch, không trúng đích; thất bại","I think I’ll give the meeting a miss.",""
"26071","even","even","B1","adjective","ngoại động từ","/'i:vən/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","23","480","chiều","chiều, chiều hôm; bằng phẳng; ngang bằng, ngang; ; (thương nghiệp) cùng; điềm đạm, bình thản; chẵn (số); đều, đều đều, đều đặn; đúng; công bằng; trả thù ai, trả đũa ai; hoà vốn, không được thua; ngay cả, ngay; lại còn, còn; không hơn không kém, đúng; ngay cho là, dù là; mặc dù thế; ngay có đúng như thế, dù có đúng như thế thì; san bằng, làm phẳng; làm cho ngang, làm bằng; bằng (ai), sánh được với (ai), ngang với (ai); thanh toán với ai ((nghĩa bóng)); trả miếng ai, trả đũa ai","So let's see. There are two evens here and three odds.",""
"24609","act","act","A2","noun","nội động từ","/ækt/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","18","478","hành động","hành động, việc làm, cử chỉ, hành vi; đạo luật; chứng thư; hồi, màn (trong vở kịch); tiết mục (xiếc, ca múa nhạc...); luận án, khoá luận; sắp sửa (làm gì); khi đang hành động, quả tang; khoe mẽ, nói khoe; đóng vai (kịch, chèo, tuồng, phim); giả vờ, giả đò ""đóng kịch""; hành động; cư xử, đối xử; giữ nhiệm vụ, làm công tác, làm; tác động, có tác dụng, có ảnh hưởng; đóng kịch, diễn kịch, thủ vai; hành động theo, làm theo; thực hành cho xứng đáng với, hành động cho xứng đáng với","an act of goodwill",""
"25017","fence","fence","A2","noun","ngoại động từ","/fens/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE","17","457","hàng rào","hàng rào; thuật đánh kiếm; (nghĩa bóng) tài tranh luận; lá chắn; nơi oa trữ của ăn cắp; người oa trữ của ăn cắp; bức tường thành; vào hùa với người thắng cuộc; trung lập, chẳng đứng về bên nào; nhảy rào, vượt rào (ngựa); đánh kiếm, đấu kiếm; lảng tránh, đánh trống lảng; buôn bán của ăn cắp; + in,  about,  round,  up) rào lại; đắp luỹ (cho kiên cố); + from,  against) che chở, bảo vệ; + off,  out) đánh lui, đẩy lui, đẩy xa, ngăn chặn, tránh được, gạt được","",""
"24597","pair","pair","A1","noun","nội động từ","/peə/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","17","449","đôi","đôi, cặp; cặp vợ chồng; đôi đực cái, đôi trống mái (loài vật); chiếc; cái (đồ vật có hai bộ phận); từng đôi, từng cặp; cầu thang, tầng gác; đó lại là vấn đề khác; ghép đôi, ghép cặp; cho yêu nhau, cho lấy nhau (đôi trai gái); kết đôi, sánh cặp; yêu nhau, lấy nhau (đôi trai gái); kết đôi với nhau (con đực con cái, con trống con mái); ghép từng đôi một; hợp thành từng đôi; kết đôi (trong việc thoả thuận không bỏ phiếu ở nghị trường); kết duyên với","I couldn't decide which of the pair of designer shirts I preferred, so I bought the pair.",""
"24458","kite","kite","A1","noun","ngoại động từ","/kait/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE","18","439","cái diều","cái diều; diều hâu; kẻ tham tàn; kẻ bịp bợm, quân bạc bịp; ,  (từ lóng) văn tự giả; hối phiếu giả; cánh buồm cao nhất (chỉ giương lên khi có gió nhẹ); ,  (từ lóng) máy bay; thả diều; thăm dò ý kiến; ,  (từ lóng) lấy tiền bằng văn tự giả; lấy tiền bằng hối phiếu giả; bay lên như diều; ,  (từ lóng) lấy tiền bằng văn tự giả; lấy tiền bằng hối phiếu giả; làm bay lên như diều; ,  (từ lóng) chuyển thành văn tự giả; chuyển thành hối phiếu giả","",""
"24226","difference","difference","A1","noun","ngoại động từ","/'difrəns/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","17","432","sự khác nhau","sự khác nhau, tình trạng khác nhau; tính khác nhau; sự chênh lệch; sự bất đồng; mối bất hoà, mối phân tranh; sự cãi nhau; sự chênh lệch về giá cả (hối phiếu... trong những thời gian khác nhau); dấu phân biệt đặc trưng (các giống...); hiệu, sai phân; phân biệt giữa; phân biệt đối xử; điều đó quan trọng; điều đó làm cho sự thể thay đổi hoàn toàn; split; cái đó có gì quan trọng?; phân biệt, phân hơn kém; tính hiệu số, tính sai phân","You need to learn to be more tolerant of difference.",""
"25332","passage","passage","A2","noun","ngoại động từ","/'pæsidʤ/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","18","427","sự đi qua","sự đi qua, sự trôi qua; lối đi; hành lang; quyền đi qua (một nơi nào...); sự chuyển qua; chuyến đi (tàu biển, máy bay); đoạn (bài văn, sách...); sự thông qua (một dự luật...); quan hệ giữa hai người; sự chuyện trò trao đổi giữa hai người; chuyện trò tri kỷ giữa hai người; nét lướt; sự đi ỉa; bird; (nghĩa bóng) trận đánh; cuộc va chạm, cuộc cãi cọ; đi né sang một bên (ngựa, người cưỡi ngựa); làm cho (ngựa) đi né sang một bên","She struggled to play the difficult passages.",""
"25327","pan","pan","A2","noun","nội động từ (+ out)","/pæn - pɑ:n/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE","20","413","pɑ:n","pɑ:n/; thần đồng quê; ông Tạo; đạo nhiều thần; lá trầu không (để ăn trầu); miếng trầu; xoong, chảo; đĩa cân; cái giần (để đãi vàng); nồi, bể (luyện kim...); đất trũng lòng chảo; tầng đất cái ((cũng) hard pan); ổ nạp thuốc súng (ở một số súng cổ); sọ ((cũng) brain pan); ,  (từ lóng) đầu; mặt; đãi (vàng ở trong cát, bằng cái giần); chỉ trích gay gắt, phê bình nghiêm khắc; đâi được vàng, có vàng (cát...); kết quả","",""
"24047","bad","bad","A1","adjective","thời quá khứ của bid (từ hiếm,nghĩa hiếm)","/bæd/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","25","412","xấu","xấu, tồi, dở; ác, bất lương, xấu; có hại cho, nguy hiểm cho; nặng, trầm trọng; ươn, thiu, thối, hỏng; khó chịu; đồ bất lương, kẻ thành tích bất hảo, đồ vô lại; đồ đê tiện; bebt; egg; hat; thức ăn không bổ; sự mất dạy; shot; răng đau; worse; không có cái gì là hoàn toàn xấu; trong cái không may cũng có cái may; grace; vận rủi, vận không may, vận xấu; cái xấu; phá sản; sa ngã; bị thiệt, bị lỗ; còn thiếu, còn nợ","Abducting children is bad for mothers.",""
"24626","after","after","A2","adverb","tính từ","/'ɑ:ftə/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","19","411","sau","sau, đằng sau; sau, sau khi; ở đằng sau, phía sau, đứng sau, liền sau; theo sau, theo đuổi (diễn tả ý tìm kiếm, sự mong muốn, sự trông nom săn sóc); phỏng theo, theo; với, do, vì; mặc dù, bất chấp; cuối cùng, sau hết, rốt cuộc, xét cho cùng; heart; tàm tạm, tạm được; that; xin mời đi trước!; sau anh thì đến lượt tôi đấy nhé; day; ngày hôm sau; time; sau khi; sau này, sau đây, tiếp sau; ở đằng sau, ở phía sau","The after gun is abaft the forward gun.",""
"24879","curse","curse","A2","noun","động từ","/kə:s/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE","16","411","sự nguyền rủa","sự nguyền rủa, sự chửi rủa; tai ương, tai hoạ; vật ghê tở, vật đáng nguyền rủa; lời thề độc; sự trục xuất ra khỏi giáo hội; cái của nợ (sự thấy kinh...) ((thường) the curse); ác giả ác báo; không cần, bất chấp, không thèm đếm xỉa đến; không đáng giá một trinh, đáng bỏ đi; bị nguyền; bị bùa, bị chài; nguyền rủa, chửi rủa; báng bổ; động tính từ quá khứ) làm khổ sở, làm đau đớn; trục xuất ra khỏi giáo hội; dale","",""
"25130","image","image","A2","noun","ngoại động từ","/'imidʤ/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","12","400","hình","hình, hình ảnh, ảnh (trong gương...); vật giống hệt (vật khác); người giống hệt (người khác); hình tượng; tượng, thần tượng, thánh tượng; ý niệm, ý tưởng, quan niệm; tượng trưng, điển hình, hiện thân (của cái gì); vẽ hình; phản ánh (như ở trong gương); hình dung, tưởng tượng ra; mô tả sinh động, mô tả bằng hình tượng; là tượng trưng của, là điển hình của, là hiện thân của, tượng trưng cho (cái gì)","The Bible forbids the worship of graven images.",""
"25973","dot","dot","B1","noun","ngoại động từ","/dɔt/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","16","399","của hồi môn","của hồi môn; chấm nhỏ, điểm; dấu chấm (trên chữ i,  j...); dấu chấm câu; chấm; đứa bé tí hon; vật nhỏ xíu; ngu; tàng tàng, điên điên; đúng giờ; chấm, đánh dấu chấm (trên chữ i,  j...); rải rác, lấm chấm; đánh, nện; đánh dấu chấm những chữ i và đánh dấu ngang những chữ t; bổ sung đầy đủ chi tiết làm cho nghĩa rõ ràng minh bạch; viết... và nhớ một (hai...) (câu nói của các em nhỏ khi làm tính cộng)","a dot of colour",""
"24937","drug","drug","A2","noun","nội động từ","/drʌg/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","12","395","thuốc","thuốc, dược phẩm; thuốc ngủ, thuốc tê mê, ma tuý; hàng ế thừa ((cũng) drug in (on) the market); pha thuốc ngủ vào, pha thuốc tê mê vào; pha thuốc độc vào (đồ uống...); cho uống thuốc; cho uống thuốc; ngủ, đánh thuốc tê mê, cho hít chất ma tuý; cho uống thuốc độc; kích thích (ngựa thi) bằng thuốc; uống thuốc ngủ, hít thuốc tê mê, nghiện thuốc ngủ, nghiện thuốc tê mê, nghiện ma tuý; chán mứa ra","Aspirin is a drug that reduces pain, acts against inflammation and lowers body temperature.",""
"24001","about","about","A1","adverb","ngoại động từ","/ə'baut/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","21","386","xung quanh","xung quanh, quanh quẩn, đây đó, rải rác; đằng sau; khoảng chừng, gần; vòng; rất giống nhau; bận (làm gì); đã dậy được (sau khi ốm); có mặt; đúng, đúng đắn; tốt, được; về; quanh quất, quanh quẩn đây đó, rải rác; xung quanh; khoảng chừng, vào khoảng; bận, đang làm (gì...); ở (ai); trong người (ai), theo với (ai); sắp, sắp sửa; anh đang làm gì đấy?; what; lái (thuyền...) theo hướng khác","After my bout with Guillan-Barre Syndrome, it took me 6 months to be up and about again.",""
"24858","couple","couple","A2","noun","nội động từ","/'kʌpl/","8","POS_MISMATCH | MANY_SENSES | LONG_MEANING | DUPLICATE_PRIMARY_MEANING","16","384","đôi","đôi, cặp; đôi vợ chồng; cặp nam nữ (đã lấy nhau hoặc đã đính hôn); cặp nam nữ nhảy quốc tế; dây xích cặp (buộc liền một cặp chó săn); cặp chó săn; ngẫu lực; cặp; không lúc nào rời nhau, lúc nào cũng cặp kè bên nhau; buộc thành cặp, ghép thành cặp, kết đôi; nối hợp lại, ghép lại; cho cưới, cho lấy nhau; gắn liền, liên tưởng; mắc, nối; lấy nhau, cưới nhau (người); giao cấu (loài vật)","I've coupled our system to theirs.",""
