"id","word","pos","cefr_level","before_quiz_meaning_vi","after_quiz_meaning_vi","before_meaning_vi","after_meaning_vi","confidence","changed_fields","pos_verification","examples_json","correction_notes"
"24563","note","noun","A1","lời ghi","ghi chú","lời ghi; sự lưu ý; nốt","ghi chú","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'note' được dùng làm danh từ chỉ mẩu tin hoặc ghi chép trong tất cả các câu.""}","[{""meaning_vi"":""ghi chú"",""example_en"":""I made a note of his address."",""example_vi"":""Tôi đã ghi chú lại địa chỉ của anh ấy.""},{""meaning_vi"":""ghi chú"",""example_en"":""She wrote a short note."",""example_vi"":""Cô ấy đã viết một ghi chú ngắn.""},{""meaning_vi"":""ghi chú"",""example_en"":""Please read this note."",""example_vi"":""Vui lòng đọc ghi chú này.""},{""meaning_vi"":""ghi chú"",""example_en"":""He left a note on the table."",""example_vi"":""Anh ấy để lại một ghi chú trên bàn.""},{""meaning_vi"":""ghi chú"",""example_en"":""I found a note in my bag."",""example_vi"":""Tôi tìm thấy một ghi chú trong túi của mình.""},{""meaning_vi"":""ghi chú"",""example_en"":""She took a note during the meeting."",""example_vi"":""Cô ấy đã ghi chú trong cuộc họp.""},{""meaning_vi"":""ghi chú"",""example_en"":""This note is very important."",""example_vi"":""Ghi chú này rất quan trọng.""},{""meaning_vi"":""ghi chú"",""example_en"":""He sent me a note."",""example_vi"":""Anh ấy đã gửi cho tôi một ghi chú.""},{""meaning_vi"":""ghi chú"",""example_en"":""I keep my notes in a book."",""example_vi"":""Tôi giữ các ghi chú của mình trong một cuốn sổ.""},{""meaning_vi"":""ghi chú"",""example_en"":""She added a note to the letter."",""example_vi"":""Cô ấy đã thêm một ghi chú vào bức thư.""}]","Đã tạo lại nghĩa danh từ 'ghi chú' và 10 ví dụ phù hợp với từ loại noun."
"24567","now","adverb","A1","bây giờ","bây giờ","bây giờ","bây giờ","high","example_en | example_vi | vocabulary_examples","{""expected_pos"":""adverb"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'now' được dùng làm phó từ chỉ thời gian trong tất cả các câu.""}","[{""meaning_vi"":""bây giờ"",""example_en"":""I am busy now."",""example_vi"":""Bây giờ tôi đang bận.""},{""meaning_vi"":""bây giờ"",""example_en"":""We can go now."",""example_vi"":""Chúng ta có thể đi bây giờ.""},{""meaning_vi"":""bây giờ"",""example_en"":""He is sleeping now."",""example_vi"":""Anh ấy đang ngủ bây giờ.""},{""meaning_vi"":""bây giờ"",""example_en"":""It is raining now."",""example_vi"":""Bây giờ trời đang mưa.""},{""meaning_vi"":""bây giờ"",""example_en"":""She is at home now."",""example_vi"":""Cô ấy đang ở nhà bây giờ.""},{""meaning_vi"":""bây giờ"",""example_en"":""I have to leave now."",""example_vi"":""Tôi phải rời đi bây giờ.""},{""meaning_vi"":""bây giờ"",""example_en"":""They are eating now."",""example_vi"":""Họ đang ăn bây giờ.""},{""meaning_vi"":""bây giờ"",""example_en"":""What are you doing now?"",""example_vi"":""Bây giờ bạn đang làm gì?""},{""meaning_vi"":""bây giờ"",""example_en"":""The store is open now."",""example_vi"":""Cửa hàng đang mở cửa bây giờ.""},{""meaning_vi"":""bây giờ"",""example_en"":""I feel better now."",""example_vi"":""Bây giờ tôi cảm thấy tốt hơn.""}]","Đã tạo lại nghĩa phó từ 'bây giờ' và 10 ví dụ phù hợp với từ loại adverb."
"24568","number","noun","A1","số","con số","số; đếm","con số","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'number' được dùng làm danh từ chỉ con số trong tất cả các câu.""}","[{""meaning_vi"":""con số"",""example_en"":""What is your lucky number?"",""example_vi"":""Con số may mắn của bạn là gì?""},{""meaning_vi"":""con số"",""example_en"":""He wrote a number on the paper."",""example_vi"":""Anh ấy đã viết một con số trên giấy.""},{""meaning_vi"":""con số"",""example_en"":""I forgot the number."",""example_vi"":""Tôi đã quên con số đó.""},{""meaning_vi"":""con số"",""example_en"":""The number is too big."",""example_vi"":""Con số đó quá lớn.""},{""meaning_vi"":""con số"",""example_en"":""She saw a number on the door."",""example_vi"":""Cô ấy thấy một con số trên cửa.""},{""meaning_vi"":""con số"",""example_en"":""Can you read this number?"",""example_vi"":""Bạn có thể đọc con số này không?""},{""meaning_vi"":""con số"",""example_en"":""The number is correct."",""example_vi"":""Con số đó là chính xác.""},{""meaning_vi"":""con số"",""example_en"":""He dialed the wrong number."",""example_vi"":""Anh ấy đã quay nhầm con số.""},{""meaning_vi"":""con số"",""example_en"":""I like the number seven."",""example_vi"":""Tôi thích con số bảy.""},{""meaning_vi"":""con số"",""example_en"":""The number is on the page."",""example_vi"":""Con số đó nằm trên trang giấy.""}]","Đã tạo lại nghĩa danh từ 'con số' và 10 ví dụ phù hợp với từ loại noun."
"24569","nurse","noun","A1","y tá","y tá","y tá; chăm sóc","y tá","high","meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'nurse' được dùng làm danh từ chỉ nghề nghiệp trong tất cả các câu.""}","[{""meaning_vi"":""y tá"",""example_en"":""The nurse helped the patient."",""example_vi"":""Cô y tá đã giúp đỡ bệnh nhân.""},{""meaning_vi"":""y tá"",""example_en"":""She is a kind nurse."",""example_vi"":""Cô ấy là một y tá tốt bụng.""},{""meaning_vi"":""y tá"",""example_en"":""The nurse gave him medicine."",""example_vi"":""Cô y tá đã đưa thuốc cho anh ấy.""},{""meaning_vi"":""y tá"",""example_en"":""I want to be a nurse."",""example_vi"":""Tôi muốn trở thành một y tá.""},{""meaning_vi"":""y tá"",""example_en"":""The nurse works at the hospital."",""example_vi"":""Cô y tá làm việc tại bệnh viện.""},{""meaning_vi"":""y tá"",""example_en"":""He talked to the nurse."",""example_vi"":""Anh ấy đã nói chuyện với cô y tá.""},{""meaning_vi"":""y tá"",""example_en"":""The nurse checked his temperature."",""example_vi"":""Cô y tá đã kiểm tra nhiệt độ của anh ấy.""},{""meaning_vi"":""y tá"",""example_en"":""She is a busy nurse."",""example_vi"":""Cô ấy là một y tá bận rộn.""},{""meaning_vi"":""y tá"",""example_en"":""The nurse smiled at the child."",""example_vi"":""Cô y tá đã mỉm cười với đứa trẻ.""},{""meaning_vi"":""y tá"",""example_en"":""I saw a nurse in the room."",""example_vi"":""Tôi đã thấy một y tá trong phòng.""}]","Đã tạo lại nghĩa danh từ 'y tá' và 10 ví dụ phù hợp với từ loại noun."
"24570","o'clock","adverb","A1","giờ","đúng giờ","giờ","đúng giờ","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adverb"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ o'clock được dùng như một phó từ chỉ thời gian trong tất cả các ví dụ.""}","[{""meaning_vi"":""đúng giờ"",""example_en"":""The meeting starts at nine o'clock."",""example_vi"":""Cuộc họp bắt đầu lúc chín giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""I will be there at eight o'clock."",""example_vi"":""Tôi sẽ có mặt ở đó lúc tám giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""The train leaves at ten o'clock."",""example_vi"":""Tàu rời đi lúc mười giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""We finished work at five o'clock."",""example_vi"":""Chúng tôi kết thúc công việc lúc năm giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""The store opens at seven o'clock."",""example_vi"":""Cửa hàng mở cửa lúc bảy giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""Dinner is served at six o'clock."",""example_vi"":""Bữa tối được phục vụ lúc sáu giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""The movie begins at four o'clock."",""example_vi"":""Bộ phim bắt đầu lúc bốn giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""She wakes up at six o'clock."",""example_vi"":""Cô ấy thức dậy lúc sáu giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""The bus arrives at eleven o'clock."",""example_vi"":""Xe buýt đến lúc mười một giờ đúng.""},{""meaning_vi"":""đúng giờ"",""example_en"":""The class ends at two o'clock."",""example_vi"":""Lớp học kết thúc lúc hai giờ đúng.""}]","Đã tạo lại nghĩa phó từ chỉ thời gian đúng giờ theo đúng từ loại."
"24573","off","adjective","A1","tắt","không hoạt động","tắt; đi; rời; ôi","không hoạt động","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ off được dùng làm tính từ bổ nghĩa cho chủ ngữ trong tất cả các ví dụ.""}","[{""meaning_vi"":""không hoạt động"",""example_en"":""The light is off."",""example_vi"":""Đèn không sáng.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The computer is off."",""example_vi"":""Máy tính đang tắt.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The heater is off."",""example_vi"":""Máy sưởi không hoạt động.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The television is off."",""example_vi"":""Ti vi đang tắt.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The engine is off."",""example_vi"":""Động cơ đã tắt.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The radio is off."",""example_vi"":""Đài đang tắt.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The fan is off."",""example_vi"":""Quạt không chạy.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The printer is off."",""example_vi"":""Máy in đang tắt.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The alarm is off."",""example_vi"":""Chuông báo thức đã tắt.""},{""meaning_vi"":""không hoạt động"",""example_en"":""The oven is off."",""example_vi"":""Lò nướng không hoạt động.""}]","Đã tạo lại nghĩa tính từ chỉ trạng thái không hoạt động."
"24575","officer","noun","A1","sĩ quan","viên chức","sĩ quan; nhân viên","viên chức","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ officer được dùng làm danh từ chỉ người trong tất cả các ví dụ.""}","[{""meaning_vi"":""viên chức"",""example_en"":""The police officer helped me."",""example_vi"":""Viên chức cảnh sát đã giúp tôi.""},{""meaning_vi"":""viên chức"",""example_en"":""A customs officer checked my bag."",""example_vi"":""Một viên chức hải quan đã kiểm tra túi của tôi.""},{""meaning_vi"":""viên chức"",""example_en"":""The immigration officer asked for my passport."",""example_vi"":""Viên chức nhập cư đã yêu cầu hộ chiếu của tôi.""},{""meaning_vi"":""viên chức"",""example_en"":""The bank officer explained the loan."",""example_vi"":""Viên chức ngân hàng đã giải thích về khoản vay.""},{""meaning_vi"":""viên chức"",""example_en"":""The prison officer walked down the hall."",""example_vi"":""Viên chức nhà tù đi dọc hành lang.""},{""meaning_vi"":""viên chức"",""example_en"":""The health officer inspected the kitchen."",""example_vi"":""Viên chức y tế đã kiểm tra nhà bếp.""},{""meaning_vi"":""viên chức"",""example_en"":""The traffic officer directed the cars."",""example_vi"":""Viên chức giao thông đã điều tiết các xe.""},{""meaning_vi"":""viên chức"",""example_en"":""The security officer checked my ID."",""example_vi"":""Viên chức an ninh đã kiểm tra thẻ căn cước của tôi.""},{""meaning_vi"":""viên chức"",""example_en"":""The court officer called the judge."",""example_vi"":""Viên chức tòa án đã gọi thẩm phán.""},{""meaning_vi"":""viên chức"",""example_en"":""The government officer signed the document."",""example_vi"":""Viên chức chính phủ đã ký vào tài liệu.""}]","Đã tạo lại nghĩa danh từ chỉ người làm việc trong cơ quan nhà nước."
"24579","old","adjective","A1","già","cũ","già; cũ","cũ","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ old được dùng làm tính từ bổ nghĩa cho danh từ trong tất cả các ví dụ.""}","[{""meaning_vi"":""cũ"",""example_en"":""He drives an old car."",""example_vi"":""Anh ấy lái một chiếc xe cũ.""},{""meaning_vi"":""cũ"",""example_en"":""They live in an old house."",""example_vi"":""Họ sống trong một ngôi nhà cũ.""},{""meaning_vi"":""cũ"",""example_en"":""I found an old book."",""example_vi"":""Tôi tìm thấy một cuốn sách cũ.""},{""meaning_vi"":""cũ"",""example_en"":""She wears an old coat."",""example_vi"":""Cô ấy mặc một chiếc áo khoác cũ.""},{""meaning_vi"":""cũ"",""example_en"":""This is an old map."",""example_vi"":""Đây là một tấm bản đồ cũ.""},{""meaning_vi"":""cũ"",""example_en"":""He has an old watch."",""example_vi"":""Anh ấy có một chiếc đồng hồ cũ.""},{""meaning_vi"":""cũ"",""example_en"":""They have an old computer."",""example_vi"":""Họ có một chiếc máy tính cũ.""},{""meaning_vi"":""cũ"",""example_en"":""I bought an old chair."",""example_vi"":""Tôi đã mua một chiếc ghế cũ.""},{""meaning_vi"":""cũ"",""example_en"":""She keeps an old photo."",""example_vi"":""Cô ấy giữ một bức ảnh cũ.""},{""meaning_vi"":""cũ"",""example_en"":""This is an old building."",""example_vi"":""Đây là một tòa nhà cũ.""}]","Đã tạo lại nghĩa tính từ chỉ vật đã qua sử dụng lâu ngày."
"24580","once","adverb","A1","một lần","một lần","một lần; một khi; trước kia","một lần","high","meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adverb"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ once được dùng làm phó từ chỉ tần suất trong tất cả các ví dụ.""}","[{""meaning_vi"":""một lần"",""example_en"":""I went there once."",""example_vi"":""Tôi đã đến đó một lần.""},{""meaning_vi"":""một lần"",""example_en"":""She visited him once."",""example_vi"":""Cô ấy đã thăm anh ấy một lần.""},{""meaning_vi"":""một lần"",""example_en"":""We met once."",""example_vi"":""Chúng tôi đã gặp nhau một lần.""},{""meaning_vi"":""một lần"",""example_en"":""He called me once."",""example_vi"":""Anh ấy đã gọi cho tôi một lần.""},{""meaning_vi"":""một lần"",""example_en"":""They ate there once."",""example_vi"":""Họ đã ăn ở đó một lần.""},{""meaning_vi"":""một lần"",""example_en"":""I saw it once."",""example_vi"":""Tôi đã thấy nó một lần.""},{""meaning_vi"":""một lần"",""example_en"":""She tried it once."",""example_vi"":""Cô ấy đã thử nó một lần.""},{""meaning_vi"":""một lần"",""example_en"":""We talked once."",""example_vi"":""Chúng tôi đã nói chuyện một lần.""},{""meaning_vi"":""một lần"",""example_en"":""He traveled there once."",""example_vi"":""Anh ấy đã du lịch đến đó một lần.""},{""meaning_vi"":""một lần"",""example_en"":""They played once."",""example_vi"":""Họ đã chơi một lần.""}]","Đã tạo lại nghĩa phó từ chỉ tần suất một lần."
"24582","only","adjective","A1","chỉ có một","duy nhất","chỉ có một; duy nhất; chỉ","duy nhất","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ only được dùng làm tính từ bổ nghĩa cho danh từ trong tất cả các ví dụ.""}","[{""meaning_vi"":""duy nhất"",""example_en"":""He is my only friend."",""example_vi"":""Anh ấy là người bạn duy nhất của tôi.""},{""meaning_vi"":""duy nhất"",""example_en"":""This is the only way."",""example_vi"":""Đây là cách duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""She is the only child."",""example_vi"":""Cô ấy là người con duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""That is the only choice."",""example_vi"":""Đó là lựa chọn duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""He has the only key."",""example_vi"":""Anh ấy có chiếc chìa khóa duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""This is the only room."",""example_vi"":""Đây là căn phòng duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""She is the only person."",""example_vi"":""Cô ấy là người duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""It is the only problem."",""example_vi"":""Đó là vấn đề duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""He is the only winner."",""example_vi"":""Anh ấy là người chiến thắng duy nhất.""},{""meaning_vi"":""duy nhất"",""example_en"":""This is the only answer."",""example_vi"":""Đây là câu trả lời duy nhất.""}]","Đã tạo lại nghĩa tính từ chỉ sự duy nhất."
"24583","open","adjective","A1","mở","mở","mở; cởi mở; trống","mở","high","meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ open được dùng làm tính từ bổ nghĩa cho chủ ngữ trong tất cả các ví dụ.""}","[{""meaning_vi"":""mở"",""example_en"":""The door is open."",""example_vi"":""Cánh cửa đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The window is open."",""example_vi"":""Cửa sổ đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The shop is open."",""example_vi"":""Cửa hàng đang mở cửa.""},{""meaning_vi"":""mở"",""example_en"":""The box is open."",""example_vi"":""Cái hộp đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The gate is open."",""example_vi"":""Cổng đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The book is open."",""example_vi"":""Cuốn sách đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The bag is open."",""example_vi"":""Cái túi đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The drawer is open."",""example_vi"":""Ngăn kéo đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The envelope is open."",""example_vi"":""Phong bì đang mở.""},{""meaning_vi"":""mở"",""example_en"":""The jar is open."",""example_vi"":""Cái lọ đang mở.""}]","Đã tạo lại nghĩa tính từ chỉ trạng thái mở."
"24587","order","noun","A1","thứ tự","đơn hàng","thứ tự; mệnh lệnh; sự đặt hàng","đơn hàng","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ order được dùng làm danh từ trong tất cả các ví dụ.""}","[{""meaning_vi"":""đơn hàng"",""example_en"":""I placed an order."",""example_vi"":""Tôi đã đặt một đơn hàng.""},{""meaning_vi"":""đơn hàng"",""example_en"":""The order is ready."",""example_vi"":""Đơn hàng đã sẵn sàng.""},{""meaning_vi"":""đơn hàng"",""example_en"":""He checked the order."",""example_vi"":""Anh ấy đã kiểm tra đơn hàng.""},{""meaning_vi"":""đơn hàng"",""example_en"":""She canceled the order."",""example_vi"":""Cô ấy đã hủy đơn hàng.""},{""meaning_vi"":""đơn hàng"",""example_en"":""The order arrived late."",""example_vi"":""Đơn hàng đã đến muộn.""},{""meaning_vi"":""đơn hàng"",""example_en"":""I received the order."",""example_vi"":""Tôi đã nhận được đơn hàng.""},{""meaning_vi"":""đơn hàng"",""example_en"":""The order is small."",""example_vi"":""Đơn hàng này nhỏ.""},{""meaning_vi"":""đơn hàng"",""example_en"":""He confirmed the order."",""example_vi"":""Anh ấy đã xác nhận đơn hàng.""},{""meaning_vi"":""đơn hàng"",""example_en"":""The order was lost."",""example_vi"":""Đơn hàng đã bị mất.""},{""meaning_vi"":""đơn hàng"",""example_en"":""She sent the order."",""example_vi"":""Cô ấy đã gửi đơn hàng.""}]","Đã tạo lại nghĩa danh từ chỉ đơn đặt hàng."
"24591","out","adverb","A1","ngoài","ra ngoài","ngoài; ra ngoài; tắt; hết","ra ngoài","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adverb"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ out được dùng làm phó từ chỉ hướng trong tất cả các ví dụ.""}","[{""meaning_vi"":""ra ngoài"",""example_en"":""He went out."",""example_vi"":""Anh ấy đã đi ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""She is out."",""example_vi"":""Cô ấy đang ở ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""They ran out."",""example_vi"":""Họ đã chạy ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""I stepped out."",""example_vi"":""Tôi đã bước ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""He looked out."",""example_vi"":""Anh ấy đã nhìn ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""She walked out."",""example_vi"":""Cô ấy đã đi ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""They moved out."",""example_vi"":""Họ đã chuyển ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""I climbed out."",""example_vi"":""Tôi đã leo ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""He jumped out."",""example_vi"":""Anh ấy đã nhảy ra ngoài.""},{""meaning_vi"":""ra ngoài"",""example_en"":""She rushed out."",""example_vi"":""Cô ấy đã vội vã ra ngoài.""}]","Đã tạo lại nghĩa phó từ chỉ hướng ra ngoài."
"24592","own","adjective","A1","của chính mình","của riêng","của chính mình; có; thừa nhận","của riêng","high","primary_meaning_vi | meaning_vi | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ own được dùng làm tính từ bổ nghĩa cho danh từ trong tất cả các ví dụ.""}","[{""meaning_vi"":""của riêng"",""example_en"":""I have my own car."",""example_vi"":""Tôi có chiếc xe của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""She has her own room."",""example_vi"":""Cô ấy có căn phòng của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""He has his own house."",""example_vi"":""Anh ấy có ngôi nhà của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""They have their own garden."",""example_vi"":""Họ có khu vườn của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""I want my own space."",""example_vi"":""Tôi muốn không gian của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""She has her own ideas."",""example_vi"":""Cô ấy có những ý tưởng của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""He has his own business."",""example_vi"":""Anh ấy có công việc kinh doanh của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""They have their own rules."",""example_vi"":""Họ có những quy tắc của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""I have my own opinion."",""example_vi"":""Tôi có ý kiến của riêng mình.""},{""meaning_vi"":""của riêng"",""example_en"":""She has her own style."",""example_vi"":""Cô ấy có phong cách của riêng mình.""}]","Đã tạo lại nghĩa tính từ chỉ sự sở hữu riêng."
"24594","page","noun","A1","trang","trang sách","trang; đánh số trang","trang sách","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ page được dùng làm danh từ trong tất cả các câu với nghĩa là trang sách.""}","[{""meaning_vi"":""trang sách"",""example_en"":""Please turn to the next page."",""example_vi"":""Vui lòng lật sang trang tiếp theo.""},{""meaning_vi"":""trang sách"",""example_en"":""Read the first page of the book."",""example_vi"":""Hãy đọc trang đầu tiên của cuốn sách.""},{""meaning_vi"":""trang sách"",""example_en"":""There is a picture on this page."",""example_vi"":""Có một bức tranh trên trang này.""},{""meaning_vi"":""trang sách"",""example_en"":""I wrote my name on the last page."",""example_vi"":""Tôi đã viết tên mình vào trang cuối cùng.""},{""meaning_vi"":""trang sách"",""example_en"":""Find the information on page ten."",""example_vi"":""Tìm thông tin ở trang mười.""},{""meaning_vi"":""trang sách"",""example_en"":""She tore a page out of her notebook."",""example_vi"":""Cô ấy xé một trang ra khỏi sổ tay của mình.""},{""meaning_vi"":""trang sách"",""example_en"":""The page is blank."",""example_vi"":""Trang này để trống.""},{""meaning_vi"":""trang sách"",""example_en"":""He folded the corner of the page."",""example_vi"":""Anh ấy gấp góc của trang sách lại.""},{""meaning_vi"":""trang sách"",""example_en"":""This page has a lot of text."",""example_vi"":""Trang này có rất nhiều chữ.""},{""meaning_vi"":""trang sách"",""example_en"":""Keep your finger on this page."",""example_vi"":""Hãy giữ ngón tay của bạn ở trang này.""}]","Đã xác định nghĩa danh từ phổ biến nhất là trang sách và tạo 10 ví dụ phù hợp."
"24595","paint","noun","A1","sơn","sơn","sơn; vẽ","sơn","high","meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ paint được dùng làm danh từ trong tất cả các câu với nghĩa là chất liệu sơn.""}","[{""meaning_vi"":""sơn"",""example_en"":""The paint on the wall is still wet."",""example_vi"":""Lớp sơn trên tường vẫn còn ướt.""},{""meaning_vi"":""sơn"",""example_en"":""We need more blue paint for the room."",""example_vi"":""Chúng ta cần thêm sơn màu xanh cho căn phòng.""},{""meaning_vi"":""sơn"",""example_en"":""He spilled some paint on the floor."",""example_vi"":""Anh ấy làm đổ một ít sơn xuống sàn nhà.""},{""meaning_vi"":""sơn"",""example_en"":""The old house needs a new coat of paint."",""example_vi"":""Ngôi nhà cũ cần một lớp sơn mới.""},{""meaning_vi"":""sơn"",""example_en"":""She bought a tin of white paint."",""example_vi"":""Cô ấy đã mua một hộp sơn màu trắng.""},{""meaning_vi"":""sơn"",""example_en"":""The smell of paint is very strong."",""example_vi"":""Mùi sơn rất nồng.""},{""meaning_vi"":""sơn"",""example_en"":""Be careful not to get paint on your clothes."",""example_vi"":""Hãy cẩn thận đừng để sơn dính vào quần áo của bạn.""},{""meaning_vi"":""sơn"",""example_en"":""The artist mixed the paint on his palette."",""example_vi"":""Người họa sĩ trộn sơn trên bảng màu của mình.""},{""meaning_vi"":""sơn"",""example_en"":""This paint is suitable for wood."",""example_vi"":""Loại sơn này phù hợp cho gỗ.""},{""meaning_vi"":""sơn"",""example_en"":""They removed the old paint from the door."",""example_vi"":""Họ đã loại bỏ lớp sơn cũ khỏi cánh cửa.""}]","Đã xác định nghĩa danh từ phổ biến nhất là sơn và tạo 10 ví dụ phù hợp."
